V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
"[9.7132629e-01 4.2068428e-01 9.0078789e-01 3.1667128e-01 7.3124689e-01
 2.3354106e-01 5.5871928e-01 6.7147219e-01 5.9691912e-01 6.7072177e-01
 1.9017868e-01 8.4118712e-01 4.1454369e-01 8.3864880e-01 7.1696532e-01
 7.7266020e-01 7.8912902e-01 6.3830179e-01 4.0597382e-01 5.0723177e-01
 4.5161843e-01 4.7904474e-01 7.8757930e-01 5.0573891e-01 6.9535571e-01
 3.0091092e-01 6.5198302e-01 4.1411495e-01 1.2836422e-04]",0.0
"[9.4158840e-01 4.5878708e-01 9.1944194e-01 5.4573286e-01 7.4260837e-01
 3.0569345e-01 5.4412973e-01 6.3043475e-01 4.9731743e-01 6.9976759e-01
 9.7199216e-02 8.2956320e-01 6.2686884e-01 8.4247452e-01 7.2555792e-01
 8.1526262e-01 7.8113675e-01 7.3256308e-01 5.4593718e-01 5.5468315e-01
 4.2833456e-01 5.1887017e-01 7.7839738e-01 3.5755476e-01 7.4743080e-01
 3.4097570e-01 6.6623312e-01 4.4907117e-01 4.9271114e-04]",0.0
"[0.89476705 0.42558324 0.93597454 0.30836856 0.73166686 0.2937886
 0.5804149  0.6649608  0.6048398  0.67953736 0.26121673 0.8516629
 0.37177598 0.7994301  0.48947898 0.7516375  0.77853805 0.6874996
 0.4930278  0.49245125 0.44802126 0.49821398 0.7832949  0.4378412
 0.6414609  0.12237813 0.61370194 0.3516877  0.02834256]",0.0
"[9.0739447e-01 4.4388911e-01 9.1473329e-01 3.4849435e-01 7.4552941e-01
 2.5831789e-01 5.6340814e-01 6.7803735e-01 5.7553637e-01 6.7983466e-01
 2.0465496e-01 8.4834498e-01 3.6521927e-01 8.3621973e-01 4.7594485e-01
 7.4430877e-01 7.9097486e-01 7.4944305e-01 6.2204242e-01 5.1711369e-01
 4.5493189e-01 5.2594054e-01 7.7672905e-01 4.3983617e-01 6.8412268e-01
 2.2062218e-01 6.5413672e-01 3.9530888e-01 3.0340633e-04]",0.0
"[0.9653676  0.3999979  0.87808216 0.28867617 0.7373533  0.26264143
 0.558895   0.67378587 0.61134213 0.67067933 0.17271182 0.82939476
 0.29137397 0.84207636 0.53589225 0.8042591  0.76794523 0.7444289
 0.5607838  0.52233577 0.45202214 0.4631775  0.77033514 0.2931919
 0.7336255  0.38063142 0.6456312  0.41337177 0.02048641]",0.0
"[0.83640903 0.48021078 0.9339181  0.42655942 0.7276387  0.3674975
 0.5206012  0.547034   0.65060806 0.71041656 0.22225827 0.67924595
 0.41945788 0.8985709  0.6425116  0.8437319  0.8018814  0.8889009
 0.55547696 0.42458758 0.6056457  0.3879603  0.7911466  0.2595865
 0.6979756  0.3778446  0.7065791  0.38194954 0.01531683]",0.0
"[9.7316962e-01 4.2446160e-01 8.9180589e-01 3.1942219e-01 7.3316264e-01
 2.2097856e-01 5.5999035e-01 6.6954207e-01 5.9731597e-01 6.6596663e-01
 1.6564786e-01 8.2730967e-01 4.1695181e-01 8.1386101e-01 6.9618416e-01
 8.0351812e-01 7.8972602e-01 6.9814110e-01 4.4691691e-01 5.0980747e-01
 4.5005217e-01 4.6407849e-01 7.8441489e-01 4.9720564e-01 7.1190226e-01
 2.9886115e-01 6.5100014e-01 4.1583285e-01 2.5672844e-04]",0.0
"[0.97262585 0.40235367 0.9013051  0.2498838  0.72323453 0.24184275
 0.55198747 0.6690917  0.60872453 0.6771109  0.25377864 0.7173024
 0.8298473  0.87115717 0.5848909  0.82443404 0.8260126  0.57700026
 0.4688302  0.52285206 0.45256102 0.48942712 0.7832931  0.4437216
 0.703245   0.17461309 0.6527282  0.41536167 0.00983996]",0.0
"[8.6313128e-01 4.7601873e-01 8.9167392e-01 2.2916406e-01 7.2118884e-01
 2.2118458e-01 5.5924141e-01 6.8666428e-01 6.2128145e-01 6.8519813e-01
 1.1076776e-01 8.4387738e-01 4.1698921e-01 8.3138180e-01 5.2119052e-01
 7.8384894e-01 7.8944027e-01 6.7426670e-01 4.2802364e-01 5.3327817e-01
 4.5070246e-01 4.8380023e-01 7.8253233e-01 5.0599545e-01 6.9513226e-01
 3.4578809e-01 7.0517659e-01 4.6229896e-01 6.4830412e-04]",0.0
"[0.95765024 0.38874835 0.91278327 0.3079532  0.707366   0.24205907
 0.555409   0.6714574  0.6396334  0.6575455  0.14857636 0.87318337
 0.5301199  0.7963046  0.510538   0.7643089  0.7964239  0.6581232
 0.49395552 0.5328527  0.45456383 0.48988438 0.7754209  0.5837326
 0.68751484 0.4653854  0.64683926 0.419921   0.03067775]",0.0
